,month,year,County Name,Parameter Name,Arithmetic Mean
620,3,2012,Inyo,Relative Humidity ,25.820875607038126
621,3,2012,Kern,Relative Humidity ,59.65281674193549
622,3,2012,Lake,Relative Humidity ,77.48700713978495
623,3,2012,Los Angeles,Relative Humidity ,61.00491817352942
624,3,2012,Madera,Relative Humidity ,62.56695432258064
625,3,2012,Marin,Relative Humidity ,81.43010741935484
626,3,2012,Mariposa,Relative Humidity ,62.66666667741935
627,3,2012,Orange,Relative Humidity ,57.33870962903226
628,3,2012,Placer,Relative Humidity ,58.22661287096774
629,3,2012,Riverside,Relative Humidity ,50.21819081893004
630,3,2012,Sacramento,Relative Humidity ,67.985175
631,3,2012,San Benito,Relative Humidity ,64.43951616129033
632,3,2012,San Bernardino,Relative Humidity ,55.639120896103904
633,3,2012,San Diego,Relative Humidity ,66.20522344086022
634,3,2012,San Joaquin,Relative Humidity ,64.38844087096774
635,3,2012,Santa Barbara,Relative Humidity ,67.30241941935485
636,3,2012,Santa Clara,Dew Point,40.56122861290323
637,3,2012,Shasta,Relative Humidity ,70.6505376451613
638,3,2012,Tulare,Relative Humidity ,64.94598296774194
639,3,2012,Ventura,Relative Humidity ,61.72690438709677
920,4,2012,Butte,Relative Humidity ,60.841666688888886
921,4,2012,Del Norte,Relative Humidity ,87.17937163333333
922,4,2012,Fresno,Relative Humidity ,60.86659924444445
923,4,2012,Glenn,Relative Humidity ,60.93472223333333
924,4,2012,Humboldt,Relative Humidity ,77.30402783333334
925,4,2012,Imperial,Relative Humidity ,38.77777776666667
926,4,2012,Inyo,Relative Humidity ,23.032637653495442
927,4,2012,Kern,Relative Humidity ,54.590813516666664
928,4,2012,Lake,Relative Humidity ,68.88981477777779
929,4,2012,Los Angeles,Relative Humidity ,61.26405384666667
930,4,2012,Madera,Relative Humidity ,62.31736108333334
931,4,2012,Marin,Relative Humidity ,84.02500003333333
932,4,2012,Mariposa,Relative Humidity ,64.89747141860465
933,4,2012,Orange,Relative Humidity ,59.90763883333333
934,4,2012,Placer,Relative Humidity ,53.59166666666667
935,4,2012,Riverside,Relative Humidity ,44.77218141481482
936,4,2012,Sacramento,Relative Humidity ,65.10385087333333
937,4,2012,San Benito,Relative Humidity ,62.78611113333333
938,4,2012,San Bernardino,Relative Humidity ,49.422053188888896
939,4,2012,San Diego,Relative Humidity ,66.9024557111111
940,4,2012,San Joaquin,Relative Humidity ,61.11256036666667
941,4,2012,Santa Barbara,Relative Humidity ,68.01000756666666
942,4,2012,Santa Clara,Dew Point,44.73404446666667
943,4,2012,Shasta,Relative Humidity ,68.53611116666666
944,4,2012,Tulare,Relative Humidity ,63.201817921348315
945,4,2012,Ventura,Relative Humidity ,61.90053615555556
1231,5,2012,Butte,Relative Humidity ,45.85326084782609
1232,5,2012,Del Norte,Relative Humidity ,80.49690870967743
1233,5,2012,Fresno,Relative Humidity ,42.36940938709677
1234,5,2012,Glenn,Relative Humidity ,44.09811825806452
1235,5,2012,Humboldt,Relative Humidity ,65.51981833333333
1236,5,2012,Imperial,Relative Humidity ,30.961021548387095
1237,5,2012,Inyo,Relative Humidity ,16.431097944281525
1238,5,2012,Kern,Relative Humidity ,36.34090111290323
1239,5,2012,Lake,Relative Humidity ,54.858422935483866
1240,5,2012,Los Angeles,Relative Humidity ,65.72033314878892
1241,5,2012,Madera,Relative Humidity ,45.33403456451613
1242,5,2012,Marin,Relative Humidity ,86.40456987096775
1243,5,2012,Mariposa,Relative Humidity ,57.70523200917432
1244,5,2012,Nevada,Relative Humidity ,40.20833332258065
1245,5,2012,Orange,Relative Humidity ,66.7950269032258
1246,5,2012,Placer,Relative Humidity ,40.84005383870968
1247,5,2012,Riverside,Relative Humidity ,44.022617232974916
1248,5,2012,Sacramento,Relative Humidity ,50.42950667333333
1249,5,2012,San Benito,Relative Humidity ,53.036290354838705
1250,5,2012,San Bernardino,Relative Humidity ,47.753521930107524
1251,5,2012,San Diego,Relative Humidity ,70.95410633333333
1252,5,2012,San Joaquin,Relative Humidity ,50.19758074193548
1253,5,2012,Santa Barbara,Relative Humidity ,67.8104839032258
1254,5,2012,Santa Clara,Dew Point,45.85047906451613
1255,5,2012,Shasta,Relative Humidity ,57.951881774193545
1256,5,2012,Tulare,Relative Humidity ,61.96155577419355
1257,5,2012,Ventura,Relative Humidity ,66.46955885483871
1541,6,2012,Butte,Relative Humidity ,42.675316150684935
1542,6,2012,Del Norte,Relative Humidity ,81.21041676666667
1543,6,2012,Fresno,Relative Humidity ,38.93931545555556
1544,6,2012,Glenn,Relative Humidity ,43.61805556666666
1545,6,2012,Humboldt,Relative Humidity ,70.543229125
1546,6,2012,Imperial,Relative Humidity ,29.612500033333333
1547,6,2012,Inyo,Relative Humidity ,16.292148903030302
1548,6,2012,Kern,Relative Humidity ,33.850392400000004
1549,6,2012,Lake,Relative Humidity ,52.89061998888889
1550,6,2012,Los Angeles,Relative Humidity ,65.18948958823529
1551,6,2012,Madera,Relative Humidity ,43.27847225
1552,6,2012,Marin,Relative Humidity ,85.5888889
1553,6,2012,Mariposa,Relative Humidity ,49.629480974576275
1554,6,2012,Nevada,Relative Humidity ,37.44027786666666
1555,6,2012,Orange,Relative Humidity ,64.92979799999999
1556,6,2012,Placer,Relative Humidity ,37.7902778
1557,6,2012,Riverside,Relative Humidity ,40.32499266296296
1558,6,2012,Sacramento,Relative Humidity ,46.970097753333334
1559,6,2012,San Benito,Relative Humidity ,48.11342593333333
1560,6,2012,San Bernardino,Relative Humidity ,42.33408855555555
1561,6,2012,San Diego,Relative Humidity ,68.63200478888888
1562,6,2012,San Joaquin,Relative Humidity ,48.80555543333333
1563,6,2012,Santa Barbara,Relative Humidity ,70.47083333333333
1564,6,2012,Santa Clara,Dew Point,50.3886832
1565,6,2012,Shasta,Relative Humidity ,52.073611066666665
1566,6,2012,Tulare,Relative Humidity ,47.958338999999995
1567,6,2012,Ventura,Relative Humidity ,68.82827020555555
1850,7,2012,Butte,Relative Humidity ,43.63875429032258
1851,7,2012,Del Norte,Relative Humidity ,83.38521506451613
1852,7,2012,Fresno,Relative Humidity ,40.03930966666667
1853,7,2012,Glenn,Relative Humidity ,56.57661290322581
1854,7,2012,Humboldt,Relative Humidity ,69.1995967419355
1855,7,2012,Imperial,Relative Humidity ,45.21639787096774
1856,7,2012,Inyo,Relative Humidity ,22.667192607038125
1857,7,2012,Kern,Relative Humidity ,33.59509892473118
1858,7,2012,Lake,Relative Humidity ,47.034946258064515
1859,7,2012,Los Angeles,Relative Humidity ,61.77975884563759
1860,7,2012,Madera,Relative Humidity ,44.99999998387097
1861,7,2012,Marin,Relative Humidity ,89.9409824516129
1862,7,2012,Mariposa,Relative Humidity ,42.68615791935484
1863,7,2012,Nevada,Relative Humidity ,32.42069893548387
1864,7,2012,Orange,Relative Humidity ,65.23466
1865,7,2012,Placer,Relative Humidity ,37.13306451612903
1866,7,2012,Riverside,Relative Humidity ,43.335235605734766
1867,7,2012,Sacramento,Relative Humidity ,48.91277967741935
1868,7,2012,San Benito,Relative Humidity ,51.50806448387097
1869,7,2012,San Bernardino,Relative Humidity ,44.00721297849462
1870,7,2012,San Diego,Relative Humidity ,66.52762549462366
1871,7,2012,San Joaquin,Relative Humidity ,51.388441
1872,7,2012,Santa Barbara,Relative Humidity ,74.39784948387097
1873,7,2012,Santa Clara,Dew Point,53.84215535483871
1874,7,2012,Shasta,Relative Humidity ,45.909946193548386
1875,7,2012,Tulare,Relative Humidity ,42.76618217204301
1876,7,2012,Ventura,Relative Humidity ,66.7468637688172
2144,8,2012,Butte,Relative Humidity ,38.93212369354839
2145,8,2012,Del Norte,Relative Humidity ,84.5050001
2146,8,2012,Fresno,Relative Humidity ,37.439997849462365
2147,8,2012,Glenn,Relative Humidity ,53.18413987096774
2148,8,2012,Humboldt,Relative Humidity ,65.43415564516128
2149,8,2012,Imperial,Relative Humidity ,54.010752741935484
2150,8,2012,Inyo,Relative Humidity ,28.499393937313435
2151,8,2012,Kern,Relative Humidity ,31.51182404301075
2152,8,2012,Lake,Relative Humidity ,37.754928322580646
2153,8,2012,Los Angeles,Relative Humidity ,54.74189346601942
2154,8,2012,Madera,Relative Humidity ,41.649289499999995
2155,8,2012,Marin,Relative Humidity ,91.51209683870968
2156,8,2012,Mariposa,Relative Humidity ,34.752332919354835
2157,8,2012,Nevada,Relative Humidity ,22.426075322580648
2158,8,2012,Orange,Relative Humidity ,60.8361559032258
2159,8,2012,Placer,Relative Humidity ,33.05376348387097
2160,8,2012,Riverside,Relative Humidity ,45.73114159856631
2161,8,2012,Sacramento,Relative Humidity ,44.62982809032258
2162,8,2012,San Benito,Relative Humidity ,44.23682803225806
2163,8,2012,San Bernardino,Relative Humidity ,44.16462433333333
2164,8,2012,San Diego,Relative Humidity ,63.35790480645161
2165,8,2012,San Joaquin,Relative Humidity ,48.1008065483871
2166,8,2012,Santa Barbara,Relative Humidity ,72.99193538709677
2167,8,2012,Santa Clara,Dew Point,54.74861993548387
2168,8,2012,Shasta,Relative Humidity ,38.145161225806454
2169,8,2012,Tulare,Relative Humidity ,39.47769421505376
2170,8,2012,Ventura,Relative Humidity ,57.54427692473118
2433,9,2012,Butte,Relative Humidity ,42.221527783333336
2434,9,2012,Del Norte,Relative Humidity ,83.27242427272728
2435,9,2012,Fresno,Relative Humidity ,40.33180354444444
2436,9,2012,Glenn,Relative Humidity ,50.20277773333333
2437,9,2012,Humboldt,Relative Humidity ,61.6515942
2438,9,2012,Imperial,Relative Humidity ,46.395833333333336
2439,9,2012,Inyo,Relative Humidity ,24.81789164242424
2440,9,2012,Kern,Relative Humidity ,36.48377614444445
2441,9,2012,Lake,Relative Humidity ,35.80462965555556
2442,9,2012,Los Angeles,Relative Humidity ,53.04265128476821
2443,9,2012,Madera,Relative Humidity ,43.696437233333334
2444,9,2012,Marin,Relative Humidity ,89.54305556666667
2445,9,2012,Mariposa,Relative Humidity ,36.504618183333335
2446,9,2012,Nevada,Relative Humidity ,24.73194446666667
2447,9,2012,Orange,Relative Humidity ,57.991062766666666
2448,9,2012,Placer,Relative Humidity ,35.709722166666666
2449,9,2012,Riverside,Relative Humidity ,39.84583648518519
2450,9,2012,Sacramento,Relative Humidity ,45.86969085333333
2451,9,2012,San Benito,Relative Humidity ,46.28888886666667
2452,9,2012,San Bernardino,Relative Humidity ,38.46188206111111
2453,9,2012,San Diego,Relative Humidity ,57.12535901111111
2454,9,2012,San Joaquin,Relative Humidity ,50.148611100000004
2455,9,2012,Santa Barbara,Relative Humidity ,75.6222222
2456,9,2012,Santa Clara,Dew Point,52.923283500000004
2457,9,2012,Shasta,Relative Humidity ,37.54027776666667
2458,9,2012,Tulare,Relative Humidity ,38.771095011111115
2459,9,2012,Ventura,Relative Humidity ,55.62060185
2722,10,2012,Butte,Relative Humidity ,63.14314519354839
2723,10,2012,Del Norte,Relative Humidity ,85.25606254838709
2724,10,2012,Fresno,Relative Humidity ,58.24183217582418
2725,10,2012,Glenn,Relative Humidity ,59.9072580967742
2726,10,2012,Humboldt,Relative Humidity ,75.82035412903225
2727,10,2012,Imperial,Relative Humidity ,40.619623741935484
2728,10,2012,Inyo,Relative Humidity ,28.743525093841644
2729,10,2012,Kern,Relative Humidity ,52.871197946236556
2730,10,2012,Lake,Relative Humidity ,65.17293908602151
2731,10,2012,Los Angeles,Relative Humidity ,59.40091315194346
2732,10,2012,Madera,Relative Humidity ,57.849578354166674
2733,10,2012,Marin,Relative Humidity ,83.77419361290323
2734,10,2012,Mariposa,Relative Humidity ,59.184331838709674
2735,10,2012,Nevada,Relative Humidity ,46.629032225806455
2736,10,2012,Orange,Relative Humidity ,58.32178372580645
2737,10,2012,Riverside,Relative Humidity ,43.748043628787876
2738,10,2012,Sacramento,Relative Humidity ,63.89397159999999
2739,10,2012,San Benito,Relative Humidity ,61.63101167741935
2740,10,2012,San Bernardino,Relative Humidity ,46.21688436021506
2741,10,2012,San Diego,Relative Humidity ,59.31737962365592
2742,10,2012,San Joaquin,Relative Humidity ,62.36290322580645
2743,10,2012,Santa Barbara,Relative Humidity ,67.43817209677418
2744,10,2012,Santa Clara,Dew Point,50.65698932258064
2745,10,2012,Shasta,Relative Humidity ,63.49596774193548
2746,10,2012,Tulare,Relative Humidity ,57.59458492682927
2747,10,2012,Ventura,Relative Humidity ,56.95206091397849
3011,11,2012,Butte,Relative Humidity ,76.55763885
3012,11,2012,Del Norte,Relative Humidity ,86.00786939999999
3013,11,2012,Fresno,Relative Humidity ,73.38638745555555
3014,11,2012,Glenn,Relative Humidity ,75.67222223333333
3015,11,2012,Humboldt,Relative Humidity ,84.71138886666667
3016,11,2012,Imperial,Relative Humidity ,45.8902778
3017,11,2012,Inyo,Relative Humidity ,31.070759546762588
3018,11,2012,Kern,Relative Humidity ,66.32693441111111
3019,11,2012,Lake,Relative Humidity ,82.92129634444444
3020,11,2012,Los Angeles,Relative Humidity ,64.40990387777778
3021,11,2012,Madera,Relative Humidity ,75.30870775
3022,11,2012,Marin,Relative Humidity ,80.02083336666666
3023,11,2012,Mariposa,Relative Humidity ,56.787373699999996
3024,11,2012,Orange,Relative Humidity ,62.98714038333333
3025,11,2012,Riverside,Relative Humidity ,46.718163328
3026,11,2012,Sacramento,Relative Humidity ,79.35755874166667
3027,11,2012,San Benito,Relative Humidity ,70.36994946666667
3028,11,2012,San Bernardino,Relative Humidity ,54.07227908666666
3029,11,2012,San Diego,Relative Humidity ,63.27522142222222
3030,11,2012,San Joaquin,Relative Humidity ,74.05694443333333
3031,11,2012,Santa Barbara,Relative Humidity ,70.4902779
3032,11,2012,Santa Clara,Dew Point,47.64801583333334
3033,11,2012,Shasta,Relative Humidity ,76.6827526
3034,11,2012,Tulare,Relative Humidity ,63.114663
3035,11,2012,Ventura,Relative Humidity ,61.92947708888889
3292,12,2012,Butte,Relative Humidity ,77.96505375806451
3293,12,2012,Del Norte,Relative Humidity ,89.29582119354839
3294,12,2012,Fresno,Relative Humidity ,82.67397147311829
3295,12,2012,Glenn,Relative Humidity ,76.54032261290322
3296,12,2012,Humboldt,Relative Humidity ,85.69018816129032
3297,12,2012,Imperial,Relative Humidity ,59.517473161290326
3298,12,2012,Inyo,Relative Humidity ,43.319320900928794
3299,12,2012,Kern,Relative Humidity ,76.71991253225806
3300,12,2012,Lake,Relative Humidity ,85.68189967741935
3301,12,2012,Los Angeles,Relative Humidity ,70.29573685
3302,12,2012,Madera,Relative Humidity ,82.96639785483872
3303,12,2012,Marin,Relative Humidity ,81.41021512903225
3304,12,2012,Mariposa,Relative Humidity ,72.20026887096773
3305,12,2012,Orange,Relative Humidity ,68.20478111290322
3306,12,2012,Riverside,Relative Humidity ,61.72332722580645
3307,12,2012,Sacramento,Relative Humidity ,83.09198226612904
3308,12,2012,San Benito,Relative Humidity ,83.99059135483871
3309,12,2012,San Bernardino,Relative Humidity ,67.14979225806452
3310,12,2012,San Diego,Relative Humidity ,74.05353678494623
3311,12,2012,San Joaquin,Relative Humidity ,77.92204293548386
3312,12,2012,Santa Barbara,Relative Humidity ,72.72983877419355
3313,12,2012,Santa Clara,Dew Point,42.402553741935485
3314,12,2012,Shasta,Relative Humidity ,79.382738
3315,12,2012,Tulare,Relative Humidity ,78.137416
3316,12,2012,Ventura,Relative Humidity ,70.36030096756757
26,1,2013,Butte,Relative Humidity ,64.51612903225806
27,1,2013,Del Norte,Relative Humidity ,86.95107519354839
28,1,2013,Fresno,Relative Humidity ,75.19100107526882
29,1,2013,Glenn,Relative Humidity ,69.34811819354839
30,1,2013,Humboldt,Relative Humidity ,77.09233861290323
31,1,2013,Imperial,Relative Humidity ,46.80376351612903
32,1,2013,Inyo,Relative Humidity ,31.97810326451613
33,1,2013,Kern,Relative Humidity ,72.85022697402597
34,1,2013,Lake,Relative Humidity ,69.74103941935483
35,1,2013,Los Angeles,Relative Humidity ,46.8302308
36,1,2013,Madera,Relative Humidity ,76.59256656451613
37,1,2013,Marin,Relative Humidity ,66.34005370967742
38,1,2013,Mariposa,Relative Humidity ,51.49059138709678
39,1,2013,Orange,Relative Humidity ,45.77083333870968
40,1,2013,Riverside,Relative Humidity ,44.761968511520735
41,1,2013,Sacramento,Relative Humidity ,74.9519732983871
42,1,2013,San Benito,Relative Humidity ,73.44086016129033
43,1,2013,San Bernardino,Relative Humidity ,46.18546821935484
44,1,2013,San Diego,Relative Humidity ,52.34498197849462
45,1,2013,San Joaquin,Relative Humidity ,68.85349464516129
46,1,2013,Santa Barbara,Relative Humidity ,49.88440870967742
47,1,2013,Santa Clara,Dew Point,37.184520741935486
48,1,2013,Shasta,Relative Humidity ,60.88943125806451
49,1,2013,Tulare,Relative Humidity ,71.40337255555556
50,1,2013,Ventura,Relative Humidity ,42.92467006451613
333,2,2013,Butte,Relative Humidity ,54.642857125
334,2,2013,Del Norte,Relative Humidity ,84.47030928571428
335,2,2013,Fresno,Relative Humidity ,70.87088082142857
336,2,2013,Glenn,Relative Humidity ,56.779761892857145
337,2,2013,Humboldt,Relative Humidity ,77.09002971428572
338,2,2013,Imperial,Relative Humidity ,43.24702378571429
339,2,2013,Inyo,Relative Humidity ,23.43244046785714
340,2,2013,Kern,Relative Humidity ,61.7176873452381
341,2,2013,Lake,Relative Humidity ,65.21329367857143
342,2,2013,Los Angeles,Relative Humidity ,56.184678086956524
343,2,2013,Madera,Relative Humidity ,71.7187499642857
344,2,2013,Marin,Relative Humidity ,78.48065471428572
345,2,2013,Mariposa,Relative Humidity ,56.14932707142857
346,2,2013,Orange,Relative Humidity ,52.64657739285714
347,2,2013,Riverside,Relative Humidity ,50.76284435714286
348,2,2013,Sacramento,Relative Humidity ,65.69534633035714
349,2,2013,San Benito,Relative Humidity ,71.33779757142857
350,2,2013,San Bernardino,Relative Humidity ,50.85158342142857
351,2,2013,San Diego,Relative Humidity ,58.29472917857143
352,2,2013,San Joaquin,Relative Humidity ,59.76190475
353,2,2013,Santa Barbara,Relative Humidity ,58.30952385714286
354,2,2013,Santa Clara,Dew Point,39.46042796296297
355,2,2013,Shasta,Relative Humidity ,59.970238107142855
356,2,2013,Tulare,Relative Humidity ,66.66545333333333
357,2,2013,Ventura,Relative Humidity ,53.09747026785714
640,3,2013,Butte,Relative Humidity ,56.1169355
641,3,2013,Del Norte,Relative Humidity ,85.12319955555556
642,3,2013,Fresno,Relative Humidity ,62.88772007526882
643,3,2013,Glenn,Relative Humidity ,56.90860212903226
644,3,2013,Humboldt,Relative Humidity ,76.71787635483871
645,3,2013,Inyo,Relative Humidity ,21.789517858064514
646,3,2013,Kern,Relative Humidity ,55.643836645161294
647,3,2013,Lake,Relative Humidity ,69.16084227956989
648,3,2013,Los Angeles,Relative Humidity ,65.90095782084691
649,3,2013,Madera,Relative Humidity ,61.27200211290323
650,3,2013,Marin,Relative Humidity ,86.60483870967742
651,3,2013,Mariposa,Relative Humidity ,57.87634416129032
652,3,2013,Orange,Relative Humidity ,63.803091419354836
653,3,2013,Riverside,Relative Humidity ,55.544761673835126
654,3,2013,Sacramento,Relative Humidity ,62.72056157258064
655,3,2013,San Benito,Relative Humidity ,63.86155916129032
656,3,2013,San Bernardino,Relative Humidity ,52.297893432258064
657,3,2013,San Diego,Relative Humidity ,66.76919756989247
658,3,2013,San Joaquin,Relative Humidity ,56.05241941935484
659,3,2013,Santa Barbara,Relative Humidity ,70.77016122580645
660,3,2013,Santa Clara,Dew Point,44.908333320000004
661,3,2013,Shasta,Relative Humidity ,65.15053761290322
662,3,2013,Tulare,Relative Humidity ,63.10573058064516
663,3,2013,Ventura,Relative Humidity ,64.02498011827957
946,4,2013,Butte,Relative Humidity ,44.52152785
947,4,2013,Del Norte,Relative Humidity ,77.9567451
948,4,2013,Fresno,Relative Humidity ,53.035312455555555
949,4,2013,Glenn,Relative Humidity ,42.244444300000005
950,4,2013,Humboldt,Relative Humidity ,69.687952
951,4,2013,Inyo,Relative Humidity ,19.103362190000002
952,4,2013,Kern,Relative Humidity ,43.86468194444444
953,4,2013,Lake,Relative Humidity ,57.43750001111111
954,4,2013,Los Angeles,Relative Humidity ,61.66691613333334
955,4,2013,Madera,Relative Humidity ,51.76912875
956,4,2013,Marin,Relative Humidity ,84.29320173333333
957,4,2013,Mariposa,Relative Humidity ,54.59027783333333
958,4,2013,Orange,Relative Humidity ,59.7966787
959,4,2013,Riverside,Relative Humidity ,47.45986882727273
960,4,2013,Sacramento,Relative Humidity ,52.76674215
961,4,2013,San Benito,Relative Humidity ,55.45218256666667
962,4,2013,San Bernardino,Relative Humidity ,46.716554089385475
963,4,2013,San Diego,Relative Humidity ,65.52234297777778
964,4,2013,San Joaquin,Relative Humidity ,46.89945646666667
965,4,2013,Santa Barbara,Relative Humidity ,65.41944443333334
966,4,2013,Santa Clara,Dew Point,45.33832733333334
967,4,2013,Shasta,Relative Humidity ,58.466666733333334
968,4,2013,Tulare,Relative Humidity ,57.38932624444444
969,4,2013,Ventura,Relative Humidity ,64.60010368333334
1258,5,2013,Butte,Relative Humidity ,44.65274572580645
1259,5,2013,Del Norte,Relative Humidity ,76.47325270967742
1260,5,2013,Fresno,Relative Humidity ,46.12414943010753
1261,5,2013,Glenn,Relative Humidity ,47.869623612903226
1262,5,2013,Humboldt,Relative Humidity ,65.3218946
1263,5,2013,Inyo,Relative Humidity ,22.503201870550164
1264,5,2013,Kern,Relative Humidity ,37.607206806451615
1265,5,2013,Lake,Relative Humidity ,54.63709676344086
1266,5,2013,Los Angeles,Relative Humidity ,60.87483366894198
1267,5,2013,Madera,Relative Humidity ,45.18749998387097
1268,5,2013,Marin,Relative Humidity ,84.21249993333332
1269,5,2013,Mariposa,Relative Humidity ,54.79405958064516
1270,5,2013,Nevada,Relative Humidity ,50.81989241935484
1271,5,2013,Orange,Relative Humidity ,62.69632429032258
1272,5,2013,Riverside,Relative Humidity ,47.389944456973296
1273,5,2013,Sacramento,Relative Humidity ,49.59502098360656
1274,5,2013,San Benito,Relative Humidity ,50.80107522580645
1275,5,2013,San Bernardino,Relative Humidity ,46.812276
1276,5,2013,San Diego,Relative Humidity ,66.39650537634408
1277,5,2013,Santa Barbara,Relative Humidity ,64.21908603225806
1278,5,2013,Santa Clara,Dew Point,46.26590906451613
1279,5,2013,Shasta,Relative Humidity ,60.44666093548387
1280,5,2013,Tulare,Relative Humidity ,51.90520177922078
1281,5,2013,Ventura,Relative Humidity ,63.41525999462366
1568,6,2013,Del Norte,Relative Humidity ,78.25319446666666
1569,6,2013,Fresno,Relative Humidity ,48.825694483333336
1570,6,2013,Inyo,Relative Humidity ,18.474214344594596
1571,6,2013,Kern,Relative Humidity ,38.47887003333334
1572,6,2013,Lake,Relative Humidity ,54.81302332222223
1573,6,2013,Los Angeles,Relative Humidity ,67.15838874074075
1574,6,2013,Madera,Relative Humidity ,46.108888900000004
1575,6,2013,Marin,Relative Humidity ,88.82607490000001
1576,6,2013,Mariposa,Relative Humidity ,40.89861113333333
1577,6,2013,Nevada,Relative Humidity ,44.20972223333333
1578,6,2013,Orange,Relative Humidity ,66.3854167
1579,6,2013,Riverside,Relative Humidity ,46.78949906172839
1580,6,2013,Sacramento,Relative Humidity ,51.668360649572655
1581,6,2013,San Benito,Relative Humidity ,50.856944399999996
1582,6,2013,San Bernardino,Relative Humidity ,43.0130078
1583,6,2013,San Diego,Relative Humidity ,67.81759258888889
1584,6,2013,Santa Barbara,Relative Humidity ,73.24015703333333
1585,6,2013,Santa Clara,Dew Point,52.37315513333333
1586,6,2013,Shasta,Relative Humidity ,52.729166666666664
1587,6,2013,Tulare,Relative Humidity ,44.46713248888889
1588,6,2013,Ventura,Relative Humidity ,70.1563808
1877,7,2013,Butte,Relative Humidity ,41.23454303225806
1878,7,2013,Del Norte,Relative Humidity ,78.34095035294116
1879,7,2013,Fresno,Relative Humidity ,42.98898438709677
1880,7,2013,Humboldt,Relative Humidity ,59.748014874999996
1881,7,2013,Inyo,Relative Humidity ,28.049605064724922
1882,7,2013,Kern,Relative Humidity ,32.26055398387096
1883,7,2013,Lake,Relative Humidity ,43.354838666666666
1884,7,2013,Los Angeles,Relative Humidity ,65.12349004181185
1885,7,2013,Madera,Relative Humidity ,41.069892499999995
1886,7,2013,Marin,Relative Humidity ,90.36021516129033
1887,7,2013,Mariposa,Relative Humidity ,34.240892833333334
1888,7,2013,Nevada,Relative Humidity ,31.217741935483872
1889,7,2013,Orange,Relative Humidity ,66.75067206451612
